date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:36:09	27719/27719	---M--	200	added ('OK')	image/png	etag:%222264060a9f50b4832291de1d0983c4df-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img2.png	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img2.png	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:10	45786/45786	---M--	200	added ('OK')	image/png	etag:%2264f0ab8da3da2d91f3bc2b38b18ca59c-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/xheader-img.png.pagespeed.ic.noU_itMUQ2.png	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/xheader-img.png.pagespeed.ic.noU_itMUQ2.png	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:11	593/593	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%22634d7e59-251%22	https://amigascode.com/wp-content/uploads/2021/11/Untitled-260-x-350-px-18-2.png	C:/My%20Web%20Sites/new%20magna%20project/amigascode.com/wp-content/uploads/2021/11/Untitled-260-x-350-px-18-2.c.delayed	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:11	593/593	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%22634d7e59-251%22	https://amigascode.com/wp-content/uploads/2021/11/Untitled-260-x-350-px-12-3.png	C:/My%20Web%20Sites/new%20magna%20project/amigascode.com/wp-content/uploads/2021/11/Untitled-260-x-350-px-12-3.png	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:11	593/593	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%22634d7e59-251%22	https://amigascode.com/wp-content/uploads/2022/01/Untitled-260-%c3%97-350px.jpg	C:/My%20Web%20Sites/new%20magna%20project/amigascode.com/wp-content/uploads/2022/01/Untitled-260-%c3%97-350px.jpg	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:12	593/593	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%22634d7e59-251%22	https://amigascode.com/wp-content/uploads/2021/11/Untitled-260-x-350-px-8-2.png	C:/My%20Web%20Sites/new%20magna%20project/amigascode.com/wp-content/uploads/2021/11/Untitled-260-x-350-px-8-2.png	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:17	123836/123836	---M--	200	added ('OK')	image/jpeg	etag:%22ff53b611c37260859303f6f48a036ce5-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/popular-course/xp2.jpg.pagespeed.ic.qSWbpv1WsO.jpg	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/popular-course/xp2.jpg.pagespeed.ic.qSWbpv1WsO.jpg	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:19	103120/103120	---M--	200	added ('OK')	image/jpeg	etag:%224cb001f0cdaca7f8abca57245cd91bcf-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/popular-course/xp4.jpg.pagespeed.ic.EyC59VFNV4.jpg	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/popular-course/xp4.jpg.pagespeed.ic.EyC59VFNV4.jpg	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:19	6130/6130	---M--	200	added ('OK')	image/png	etag:%22cfad34fe645c3716b7d71895ce21f2eb-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/xplay-btn.png.pagespeed.ic.xsmohhCLZ_.png	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/xplay-btn.png.pagespeed.ic.xsmohhCLZ_.png	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:20	174173/174173	---M--	200	added ('OK')	image/jpeg	etag:%22XOLLvjvGFPv7oED3/AwiClDVjYVL5l2VLHIaOI2E0hM%22	https://assets.entrepreneur.com/content/3x2/2000/1617286255-GettyImages-80145055.jpg?crop=1:1	C:/My%20Web%20Sites/new%20magna%20project/assets.entrepreneur.com/content/3x2/2000/1617286255-GettyImages-801450557054.jpg	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:20	226897/226897	---M--	200	added ('OK')	image/jpeg	etag:%2206050421d897a92e76e299a468f6f964-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/xvideo-img.jpg.pagespeed.ic.deBK2j-q7u.jpg	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/xvideo-img.jpg.pagespeed.ic.deBK2j-q7u.jpg	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:20	84968/84968	---M--	200	added ('OK')	image/jpeg	etag:%224a4cd276457d6868e3bf6d858b619008-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/popular-course/xp1.jpg.pagespeed.ic.MIEaEV-T70.jpg	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/popular-course/xp1.jpg.pagespeed.ic.MIEaEV-T70.jpg	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:21	193672/193672	---M--	200	added ('OK')	image/jpeg	etag:%22ddf97f97f1d75a718409e416e1705277-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/blog-post/xb1.jpg.pagespeed.ic.em2roc4ktc.jpg	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/blog-post/xb1.jpg.pagespeed.ic.em2roc4ktc.jpg	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:22	152444/152444	---M--	200	added ('OK')	image/jpeg	etag:%229bc08861316695a83634d2e2a3573b72-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/blog-post/xb2.jpg.pagespeed.ic.NVlB7IHJsy.jpg	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/blog-post/xb2.jpg.pagespeed.ic.NVlB7IHJsy.jpg	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:23	121931/121931	---M--	200	added ('OK')	image/jpeg	etag:%22f7ff3191d0de5725062eb4e755e2c140-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/blog-post/xb3.jpg.pagespeed.ic.U3BzMQI_0x.jpg	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/blog-post/xb3.jpg.pagespeed.ic.U3BzMQI_0x.jpg	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:25	85577/85577	---MCZ	200	added ('OK')	application/javascript	etag:%223628e7d8b617d1a1405a0296007b5e30-ssl-df%22	https://venerable-dieffenbachia-dfefdb.netlify.app/js/vendor/jquery-2.2.4.min.js	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/js/vendor/jquery-2.2.4.min.js	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:25	19033/19033	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fa9-4a59%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.11.0/umd/popper.min.js	C:/My%20Web%20Sites/new%20magna%20project/cdnjs.cloudflare.com/ajax/libs/popper.js/1.11.0/umd/popper.min.js	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:27	85066/85066	---MCZ	200	added ('OK')	application/javascript	etag:%220e3812b24d477df9531bf8cce84baa01-ssl-df%22	https://venerable-dieffenbachia-dfefdb.netlify.app/js/vendor,_bootstrap.min.js+jquery.ajaxchimp.min.js+jquery.magnific-popup.min.js+parallax.min.js.pagespeed.jc.APRAhY84lf.js	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/js/vendor,_bootstrap.min.js+jquery.ajaxchimp.min.js+jquery.magnific-popup.min.js+parallax.min.js.pagespeed.jc.APRAhY84lf.js	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:27	55820/55820	---MCZ	200	added ('OK')	application/octet-stream	etag:%2294b7ce6be525cc6165c7a80a29c1114b-ssl-df%22	https://venerable-dieffenbachia-dfefdb.netlify.app/fonts/Linearicons-Free.eot%3Fw118d	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/fonts/Linearicons-Free.eot_w118d	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/linearicons.css+font-awesome.min.css+bootstrap.css+magnific-popup.css+owl.carousel.css+nice-select.css+hexagons.min.css.pagespeed.cc.e_F6Y5yBxP.css)
09:36:27	70198/70198	---MCZ	200	added ('OK')	application/javascript	etag:%22e0e8a18eeb5e62c0441d28b40f2a7a21-ssl-df%22	https://venerable-dieffenbachia-dfefdb.netlify.app/js/owl.carousel.min.js+jquery.sticky.js+hexagons.min.js+jquery.counterup.min.js+waypoints.min.js+jquery.nice-select.min.js+main.js.pagespeed.jc.ydTG76tfCV.js	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/js/owl.carousel.min.js+jquery.sticky.js+hexagons.min.js+jquery.counterup.min.js+waypoints.min.js+jquery.nice-select.min.js+main.js.pagespeed.jc.ydTG76tfCV.1c.d	(from https://venerable-dieffenbachia-dfefdb.netlify.app/index.html)
09:36:28	21780/21780	---M--	200	added ('OK')	font/woff2	etag:%22c20ce2963a765622e5788ee5698ede04-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/fonts/Linearicons-Free.woff2%3Fw118d	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/fonts/Linearicons-Free.woff2_w118d	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/linearicons.css+font-awesome.min.css+bootstrap.css+magnific-popup.css+owl.carousel.css+nice-select.css+hexagons.min.css.pagespeed.cc.e_F6Y5yBxP.css)
09:36:28	55820/55820	---MCZ	200	added ('OK')	application/octet-stream	etag:%2294b7ce6be525cc6165c7a80a29c1114b-ssl-df%22	https://venerable-dieffenbachia-dfefdb.netlify.app/fonts/Linearicons-Free.eot%3F	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/fonts/Linearicons-Free.eot_	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/linearicons.css+font-awesome.min.css+bootstrap.css+magnific-popup.css+owl.carousel.css+nice-select.css+hexagons.min.css.pagespeed.cc.e_F6Y5yBxP.css)
09:36:31	55696/55696	---MCZ	200	added ('OK')	application/font-woff	etag:%2254bbc99000479db0b702fe2e91f79795-ssl-df%22	https://venerable-dieffenbachia-dfefdb.netlify.app/fonts/Linearicons-Free.woff%3Fw118d	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/fonts/Linearicons-Free.woff_w118d	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/linearicons.css+font-awesome.min.css+bootstrap.css+magnific-popup.css+owl.carousel.css+nice-select.css+hexagons.min.css.pagespeed.cc.e_F6Y5yBxP.css)
09:36:31	55620/55620	---M--	200	added ('OK')	font/ttf	etag:%2262cc18a67e2858bf22318612c249b193-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/fonts/Linearicons-Free.ttf%3Fw118d	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/fonts/Linearicons-Free.ttf_w118d	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/linearicons.css+font-awesome.min.css+bootstrap.css+magnific-popup.css+owl.carousel.css+nice-select.css+hexagons.min.css.pagespeed.cc.e_F6Y5yBxP.css)
09:36:32	205847/205847	---MCZ	200	added ('OK')	image/svg+xml	etag:%220c5d4d68f4555ff63bcba3cacb7e9870-ssl-df%22	https://venerable-dieffenbachia-dfefdb.netlify.app/fonts/Linearicons-Free.svg%3Fw118d	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/fonts/Linearicons-Free.svg	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/linearicons.css+font-awesome.min.css+bootstrap.css+magnific-popup.css+owl.carousel.css+nice-select.css+hexagons.min.css.pagespeed.cc.e_F6Y5yBxP.css)
09:36:33	165742/165742	---MCZ	200	added ('OK')	application/octet-stream	etag:%223277c11e6461ed25cef5e4941ad29245-ssl-df%22	https://venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont.eot%3Fv=4.7.0	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont.eot_v=4.7.0	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/linearicons.css+font-awesome.min.css+bootstrap.css+magnific-popup.css+owl.carousel.css+nice-select.css+hexagons.min.css.pagespeed.cc.e_F6Y5yBxP.css)
09:36:33	165742/165742	---MCZ	200	added ('OK')	application/octet-stream	etag:%223277c11e6461ed25cef5e4941ad29245-ssl-df%22	https://venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont.eot%3F	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont.eot_	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/linearicons.css+font-awesome.min.css+bootstrap.css+magnific-popup.css+owl.carousel.css+nice-select.css+hexagons.min.css.pagespeed.cc.e_F6Y5yBxP.css)
09:36:34	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%223c437c341174d75b3bf5d2d5a134da0d-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont.woff2%3Fv=4.7.0	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont.woff2_v=4.7.0	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/linearicons.css+font-awesome.min.css+bootstrap.css+magnific-popup.css+owl.carousel.css+nice-select.css+hexagons.min.css.pagespeed.cc.e_F6Y5yBxP.css)
09:36:35	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:%22ba421a370eabbc3d43585a770be1e18b-ssl-df%22	https://venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont.woff%3Fv=4.7.0	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont.woff_v=4.7.0	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/linearicons.css+font-awesome.min.css+bootstrap.css+magnific-popup.css+owl.carousel.css+nice-select.css+hexagons.min.css.pagespeed.cc.e_F6Y5yBxP.css)
09:36:36	2161/2161	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Oct%202022%2003:36:36%20GMT	https://preview.colorlib.com/theme/eclipse/css/owl.video.play.png	C:/My%20Web%20Sites/new%20magna%20project/preview.colorlib.com/theme/eclipse/css/owl.video.play.29.delayed	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/linearicons.css+font-awesome.min.css+bootstrap.css+magnific-popup.css+owl.carousel.css+nice-select.css+hexagons.min.css.pagespeed.cc.e_F6Y5yBxP.css)
09:36:36	66552/66552	---M--	200	added ('OK')	image/jpeg	etag:%227a3bfd66ed91e88d7471f7cb1104806d-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/img3.jpg	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/img3.jpg	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/A.main.css.pagespeed.cf.DQLcLWq5zQ.css)
09:36:37	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:%226fbd06ce2be0d05e10b5320f3fe58186-ssl-df%22	https://venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont.svg%3Fv=4.7.0	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont.svg_v=4.7.svg	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/linearicons.css+font-awesome.min.css+bootstrap.css+magnific-popup.css+owl.carousel.css+nice-select.css+hexagons.min.css.pagespeed.cc.e_F6Y5yBxP.css)
09:36:37	46498/46498	---M--	200	added ('OK')	image/png	etag:%22f1d1a612c79f220a299d4ee69e79a72c-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/banner-bg.png	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/banner-bg.png	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/A.main.css.pagespeed.cf.DQLcLWq5zQ.css)
09:36:38	29600/29600	---M--	200	added ('OK')	image/png	etag:%22aaa70e05b38b55679a77b4b2a19b974f-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/video-area-bg.png	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/video-area-bg.png	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/A.main.css.pagespeed.cf.DQLcLWq5zQ.css)
09:36:39	1661/1661	---M--	200	added ('OK')	image/png	etag:%222bf47246ec02551792d753f5ecfde62f-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/elements/primary-check.png	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/elements/primary-check.png	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/A.main.css.pagespeed.cf.DQLcLWq5zQ.css)
09:36:40	33795/33795	---M--	200	added ('OK')	image/png	etag:%221d212047bbcb85bdf19bf74f6392e27a-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/registration-bg.png	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/registration-bg.png	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/A.main.css.pagespeed.cf.DQLcLWq5zQ.css)
09:36:40	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%2270ff12bbc965c9bb40dc96081062bebe-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont.ttf%3Fv=4.7.0	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont.ttf_v=4.7.0	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/linearicons.css+font-awesome.min.css+bootstrap.css+magnific-popup.css+owl.carousel.css+nice-select.css+hexagons.min.css.pagespeed.cc.e_F6Y5yBxP.css)
09:36:40	1205/1205	---M--	200	added ('OK')	image/png	etag:%22d2c4b74de14ffe0c5a62f4af36f57755-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/elements/success-check.png	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/elements/success-check.png	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/A.main.css.pagespeed.cf.DQLcLWq5zQ.css)
09:36:41	1249/1249	---M--	200	added ('OK')	image/png	etag:%2291e8757212726ad1016af5c4b8e45de8-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/elements/disabled-check.png	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/elements/disabled-check.png	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/A.main.css.pagespeed.cf.DQLcLWq5zQ.css)
09:36:41	1284/1284	---M--	200	added ('OK')	image/png	etag:%22e8ca2c62de1811a4ecfd942c2f699e2b-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/elements/primary-radio.png	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/elements/primary-radio.png	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/A.main.css.pagespeed.cf.DQLcLWq5zQ.css)
09:36:42	1209/1209	---M--	200	added ('OK')	image/png	etag:%22cc0e979004a0ee455ca5776a8c5a0f04-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/elements/success-radio.png	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/elements/success-radio.png	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/A.main.css.pagespeed.cf.DQLcLWq5zQ.css)
09:36:43	1173/1173	---M--	200	added ('OK')	image/png	etag:%22bd162f940518d741f419e3a6b8aeb2b3-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/elements/disabled-radio.png	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/elements/disabled-radio.png	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/A.main.css.pagespeed.cf.DQLcLWq5zQ.css)
09:36:43	18443/18443	---M--	200	added ('OK')	image/png	etag:%225aaa5c282c1872135b0dca7a1508361b-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/img/footer-bg.png	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/img/footer-bg.png	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css/A.main.css.pagespeed.cf.DQLcLWq5zQ.css)
09:36:45	165742/165742	---MCZ	200	added ('OK')	application/octet-stream	etag:%223277c11e6461ed25cef5e4941ad29245-ssl-df%22	https://venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont3e6e.eot	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css1/fontAwesome.css)
09:36:45	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%223c437c341174d75b3bf5d2d5a134da0d-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont3e6e.woff2	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css1/fontAwesome.css)
09:36:46	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:%22ba421a370eabbc3d43585a770be1e18b-ssl-df%22	https://venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont3e6e.woff	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css1/fontAwesome.css)
09:36:47	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%2270ff12bbc965c9bb40dc96081062bebe-ssl%22	https://venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/new%20magna%20project/venerable-dieffenbachia-dfefdb.netlify.app/fonts/fontawesome-webfont3e6e.ttf	(from https://venerable-dieffenbachia-dfefdb.netlify.app/css1/fontAwesome.css)
